word	syllables	suffix	meaning	semantics	ending	cons.cluster	all_vowels	last_vowel	1	2
album	2	-	-uzbierka fotografií, pošt. známok ap. v podobe knihy al. zošita: rodinný a., a. známok	артефакт	u	m	au	u	0.0016170631319706401	-0.0015442670766552967
alergik	3	ik	-a-cikto je postihnutý alergiou: zhoršením životného prostredia pribúda a-ov;	NA	a	k	aei	i	-0.0026851374419173944	-1.306406845702998e-4
alergiológ	5	-	-a-oviaodborník v alergiológii;	NA	a	g	aeioó	ó	0.001815518210057124	-3.768952655685915e-4
algoritmus	4	-	-mupredpis poradia úkonov na riešenie zložitej úlohy (najmä pri výpočtových programoch)	NA	u	s	aoiu	u	0.002228155941566098	-0.0010587700330449874
alibista	4	-	-ukto sa uchyľuje k alibizmu;	NA	u	V	aiia	a	0.0013237263640295987	-5.852839093310377e-4
alibizmus	4	-	-mukonanie s úsilím neniesť za nič zodpovednosť;	NA	u	s	aiiu	u	0.0022687430153490724	-0.0011010221491148736
alizarín	4	ín	NOT FOUND	NA	u	n	aiaí	í	-0.0031221487957873106	4.6194088592575364e-4
alkoholik	4	ik	-a-cikto sa oddáva alkoholizmu;	NA	a	k	aooi	i	-0.002364056740862249	-6.788066486184887e-5
alkoholizmus	5	-	-munemierne pitie liehovín, pijanstvo	NA	u	s	aooiu	u	0.0025591026011619927	-0.00103085872051533
alkohol	3	-	-u 1.lieh2.liehový nápoj;	NA	u	l	aoo	o	-2.944617130851602e-4	-6.722426160477128e-4
almanach	3	-	-uročenka: študentský, básnický a.;	артефакт	u	ch	aaa	a	8.187019274079293e-4	-9.93148177372541e-4
alogizmus	4	-	NOT FOUND	NA	u	s	aoiu	u	0.002228155941566098	-0.0010587700330449874
alonž	2	-	NOT FOUND	NA	u	nž	ao	o	1.9754859898180662e-4	-0.00120775724698862
alpinizmus	4	-	NOT FOUND	абстрактное понятие	u	s	aiiu	u	0.002672901310916924	-0.0014911755101408716
altista	3	-	-uspevák spievajúci altom;	NA	u	V	aia	a	7.137464818269057e-4	-7.092396383356162e-4
altruista	4	-	-ukto dbá na prospech iných,egoista;	NA	u	V	auia	a	0.0013437650684604704	-5.988266050531104e-4
altruizmus	4	-	-munezištný spôsob zmýšľania a konania v prospech iných,egoizmus;	абстрактное понятие	u	s	auiu	u	0.0027946625322658493	-0.0016179318583505273
alt	1	-	-unižší žen. al. chlapčenský hlas;	NA	u	lt	a	a	0.0016217787129711371	-0.001418978936397445
amalgám	3	-	-uzliatina kovu s ortuťou;	NA	u	m	aaá	á	4.208108033048531e-4	-6.55767842873313e-4
amatér	3	-	-akto niečo pestuje zo záľuby, nie z povolania,profesionál: preteky športových a-ov;fotografista a.;	NA	a	r	aaé	é	5.854478486853541e-4	-5.502880512522551e-4
amaterizmus	5	-	-mupestovanie niečoho zo záľuby,profesionalizmus	абстрактное понятие	u	s	aaeiu	u	0.003125609191861745	-0.0015900205458208685
ambasádor	4	-	NOT FOUND	NA	a	r	aaáo	o	5.852337489820207e-4	-4.124802882010888e-4
ambit	2	-	-uotvorená stĺpová chodba	NA	u	t	ai	i	-3.4117360256358595e-4	-7.327327055021886e-4
amok	2	-	-uchorobná zúrivosť: záchvat a-u	NA	u	k	ao	o	-5.84630679420747e-4	-8.082013681758906e-4
amoniak	4	-	[-n-] -uzlúčenina dusíka s vodíkom, bezfarebný plyn dusivého zápachu, čpavok;	NA	u	k	aoia	a	1.1418679215469893e-4	-2.6739077652475194e-4
amor	2	-	-abôžik zobrazovaný v podobe chlapca s lukom a šípmi ako symbol lásky	NA	a	r	ao	o	3.0626709548544435e-4	-9.972627567407257e-4
amplión	3	-	-a/-urozhlas. reproduktor	NA	both	n	aió	ó	3.7490691901262966e-4	-5.526348217751323e-4
analfabet	4	-	-anegramotný človek;	NA	a	t	aaae	e	0.0012360671093931672	0.001970138362971141
analfabetizmus	6	izmus	-munegramotnosť;	NA	u	s	aaaeiu	u	0.004135533938985042	-0.002734810762397921
analista	4	-	NOT FOUND	NA	u	V	aaia	a	0.0013437650684604717	-5.988266050531094e-4
analytik	4	ik	NOT FOUND	NA	a	k	aayi	i	-0.0027057876631410905	1.0912182166799456e-4
anatóm	3	-	NOT FOUND	NA	a	m	aaó	ó	8.168850244263895e-4	-6.314178408187995e-4
angažmán	3	-	-uzmluva na pod(áv)anie umel. výkonu (v súbore); takto získané zamestnanie: dostať, prijať a.	NA	u	n	aaá	á	5.5692228218552e-5	-5.839721415911307e-4
angličtinár	4	-	-aanglista;	NA	a	r	aiiá	á	9.140927299254006e-4	-4.539562467752525e-4
anilín	3	ín	[-n-l-] -ubezfarebná jedovatá kvapalina použ. na výr. farbív a liekov;	NA	u	n	aií	í	-0.003670807662244785	3.2453942215306244e-4
animista	4	-	NOT FOUND	NA	u	V	aiia	a	0.0013237263640295987	-5.852839093310377e-4
animizmus	4	-	NOT FOUND	NA	u	s	aiiu	u	0.0022687430153490724	-0.0011010221491148736
anión	3	-	-a/-uzáporne nabitý ión,katión	NA	u	n	aió	ó	3.7490691901262966e-4	-5.526348217751323e-4
aníz	2	-	[an-] -u 1. bylina príbuzná rasci,bedrovník a. 2. jej drobné voňavé plody použ. ako korenie a liečivo;	NA	u	z	aí	í	-0.001906703349372204	-3.04649915945308e-4
anonym	3	-	-u anonymný list, telefonát ap.: dostávať a-y	NA	u	m	aoy	y	8.334298178896594e-4	-8.307612076154415e-4
antagonista	5	-	NOT FOUND	NA	u	V	aaoia	a	0.0016747117280563643	-5.709152925234468e-4
antagonizmus	5	-	-munezmieriteľné protirečenie: triedny a.;	абстрактное понятие	u	s	aaoiu	u	0.0031256091918617454	-0.0015900205458208678
antropocentrizmus	6	-	NOT FOUND	абстрактное понятие	u	s	aooeiu	u	0.0034411403142767284	-0.0024073086194396037
antropológ	4	-	-a-oviaodborník v antropológii;	NA	a	g	aooó	ó	0.001484571550461226	-4.0480657809824957e-4
apač	2	-	NOT FOUND	NA	a	č	aa	a	8.426918798980122e-4	-0.0012854527203148643
aparátnik	4	ik	-a-ci pracovník straníckeho aparátu; funkcionársky byrokrat: správa sa ako bývalý a.	NA	a	k	aaái	i	-0.0027057876631410896	1.0912182166799302e-4
aparát	3	-	-u 1. prístroj: fotografický, premietací a.2. výkonný admin. orgán, úrad; jeho pracovníci: štátny, stranícky a.;byrokratický a.	артефакт	u	t	aaá	á	1.8205464641440073e-4	-6.460804907154721e-4
apartheid	4	-	-urasová diskriminácia farebného obyvateľstva, rasová odlúčenosť	NA	u	d	aaei	i	-3.5001570254135367e-4	-3.5933477043886375e-4
apartmán	3	-	-u(hotelová) bytová jednotka s príslušenstvom	NA	u	n	aaá	á	5.5692228218552e-5	-5.839721415911307e-4
apetít	3	-	[-t-] -uchuť do jedla: mať dobrý a., jesť s a-om	абстрактное понятие	u	t	aeí	í	-0.0019388013921510354	-1.6056662818033466e-4
aplauz	3	-	-upotlesk (v divadle, na koncerte ap.): búrlivý a., po prejave zaznel a.	NA	u	z	aau	u	0.001316842883281575	-0.0010621383114218267
apo	2	-	-u-oviaotec;	NA	both	V	ao	o	4.392948121664574e-4	-0.0010806310192056463
apokryf	3	-	-u 1. nepravý, podvrhnutý spis2.nepravý bibl. spis, neprijatý do kánonu inšpirovaných kníh;	NA	u	f	aoy	y	7.877543856821054e-4	-8.530795939680792e-4
apoštol	3	-	-a 1.jeden z 12 Kristových učeníkov2. šíriteľ kresťanskej viery: slovanskí a-i sv. Cyril a Metod;laickí a-i3.hlásateľ, šíriteľ nejakej idey: a. humanizmu;	NA	a	l	aoo	o	-2.944617130851602e-4	-6.722426160477128e-4
apoštolát	4	-	NOT FOUND	NA	u	t	aooá	á	8.00220509112767e-4	-0.00031517315422914467
apostrof	3	-	-uznamienko označujúce vypustenie hlásky	NA	u	f	aoo	o	-1.1685386957705651e-4	-6.755044685726308e-4
aranžér	3	-	-akto aranžuje: a. výkladnej skrine;a. výstavy;	NA	a	r	aaé	é	5.854478486853541e-4	-5.502880512522551e-4
archaizmus	4	-	-muzastar. jazykový prostriedok použ. na vyvolanie dojmu starobylosti ( meruôsmy);	абстрактное понятие	u	s	aaiu	u	0.00274054643388855	-0.0015615957035906819
archanjel	3	-	[-ňiel] -aanjel vyššieho stupňa hodnosti: a-i Michal, Gabriel a Rafael;	NA	a	l	aae	e	6.321690459093488e-4	0.001851650942135433
árendátor	4	-	NOT FOUND	NA	a	r	áeáo	o	6.1792021440799e-4	-4.177797448166411e-4
argot	2	ot	-ureč protispoločenskej skupiny, v kt. vyjadrovacie prostriedky majú utajiť komunikované skutočnosti;	NA	u	t	ao	o	5.2953301495494084e-5	-0.001182274126453408
aristokrat	4	-	-a 1. príslušník aristokracie, šľachtic: anglickí a-i2.človek vybraných spôsobov: a. ducha;	NA	a	t	aioa	a	0.0011191338259155068	-4.154022538176196e-4
artilerista	5	-	NOT FOUND	NA	u	V	aieia	a	0.0016747117280563673	-5.709152925234487e-4
artista	3	-	-ucirkusový al. varietný umelec: skupina a-ov;	NA	u	V	aia	a	7.137464818269057e-4	-7.092396383356162e-4
asfalt	2	-	-učierna lesklá živicová látka použ. pri stavbe ciest, na izoláciu ap.;	вещество	u	lt	aa	a	0.0011260278000339672	-0.0012781735053491777
asketik	3	ik	NOT FOUND	NA	a	k	aei	i	-0.0026851374419173944	-1.306406845702998e-4
asketizmus	4	-	NOT FOUND	абстрактное понятие	u	s	aeiu	u	0.0027540754584828736	-0.0015756797422806404
aspik	2	ik	-urôsol: ryba, šunka v a-u	NA	u	k	ai	i	-0.002279949847478211	-5.196745494654959e-4
astmatik	3	ik	-a-cikto je chorý na astmu;	NA	a	k	aai	i	-0.002912711018181717	-7.998116585679454e-5
astrológ	3	-	-a-oviakto sa zaoberá astrológiou;	NA	a	g	aoó	ó	9.28859864859397e-4	-5.59334205232967e-4
astronaut	4	-	-akozmonaut;	NA	a	t	aoau	u	0.0016374248627555362	-6.6052559077871e-4
astronóm	3	-	NOT FOUND	NA	a	m	aoó	ó	8.937445547538492e-4	-6.384051585802844e-4
atak	2	-	-uútok, nápor, napadnutie	NA	u	k	aa	a	3.0429202841432927e-5	-8.330581495885416e-4
ateista	4	-	-u 1. kto popiera jestvovanie Boha2. stúpenec ateizmu;	NA	u	V	aeia	a	0.0013437650684604702	-5.988266050531087e-4
ateizmus	4	-	NOT FOUND	абстрактное понятие	u	s	aeiu	u	0.0027540754584828736	-0.0015756797422806404
atribút	3	-	-u 1.podstatná, nevyhnutná vlastnosť niečoho, príznak: a-y národa2.prívlastok;	абстрактное понятие	u	t	aiú	ú	0.0012509233362272313	-0.0010990162896460773
audiotex	5	-	NOT FOUND	NA	u	x	auioe	e	0.0016311323819738707	0.0020026908827718583
autičkár	4	-	-akto odcudzuje autá: banda a-ov; chytiť a-ov pri čine	NA	a	r	auiá	á	8.383874898277191e-4	-3.7911538774085084e-4
autoalarm	5	-	-upoplašný bezpečnostný mechanizmus na automobiloch: dať si namontovať a.	артефакт	u	rm	auoaa	a	0.00197947811280704	-2.077448027278935e-4
autobus	4	-	-u/-aveľké motor. vozidlo na hromadnú dopravu;	NA	both	s	auou	u	0.002228155941566098	-0.0010587700330449898
autodróm	4	-	-u 1. skúšobná al. pretekárska trať pre motor. vozidlá2. zábavný podnik s autíčkami na elektr. pohon	NA	u	m	auoó	ó	0.0014353506020669648	-5.181298581696201e-4
autogén	4	-	-uautogénny prístroj: zvárať a-om;	NA	u	n	auoé	é	8.813083159005432e-4	-4.576014473017631e-4
autogram	4	-	-uvlastnoručný podpis: a. autora	NA	u	m	auoa	a	0.0013312817912903277	-6.320092802504909e-4
autokar	4	-	-uturist. autobus s príslušným vybavením;	NA	u	r	auoa	a	0.0011465151694511038	-5.290139296755409e-4
autokemping	5	-	-u 1. táborenie motoristov v prírode, kemping2. priestor na takéto táborenie, kemping: nocovať v a-u	NA	u	ng	auoei	i	9.439922930262073e-5	-4.530174940195509e-4
autokrat	4	-	NOT FOUND	NA	a	t	auoa	a	0.0011192860036726897	-4.8439844237457825e-4
autokros	4	-	-uterénne automobilové preteky	NA	u	s	auoo	o	0.0011704843125035962	-7.520819535712145e-4
automat	4	-	-u 1. prístroj samočinne vykonávajúci určené úkony: a. na plnenie konzerv, hrací a.2. samopal: strieľať z a-u● robiť ako a. a) rýchlo b) bezmyšlienkovite	NA	u	t	auoa	a	0.0011192860036726897	-4.8439844237457825e-4
automobilista	7	-	-uvodič auta;	NA	u	V	auooiia	a	0.0021097040583174416	-0.0017972681728021756
automobilizmus	7	-	-muaut. doprava; aut. šport;	абстрактное понятие	u	s	auooiiu	u	0.0035606015221228194	-0.002816373426099595
automobil	5	-	-udvojstopové cestné motor. vozidlo na prepravu osôb al. nákladov, auto: osobný, nákladný a.;továreň na a-y;	артефакт	u	l	auooi	i	2.894001378144755e-4	-6.048535087158826e-4
autonomista	6	-	NOT FOUND	NA	u	V	auooia	a	0.00199024285047135	-0.001388203366142183
autor	3	-	-apôvodca, tvorca: a. knihy, hry, sochy, myšlienky;	NA	a	r	auo	o	6.926134795051549e-5	-5.551812085893318e-4
aut	2	-	-u 1. priestor za hraničnými čiarami ihriska: zahrať loptu do a-u2. zahranie lopty von z ihriska: rozhodca odpískal a.;	NA	u	t	au	u	0.0014318277136258165	-0.0012587327530613123
avanturista	5	-	NOT FOUND	NA	u	V	aauia	a	0.0016747117280563667	-5.709152925234486e-4
aviril	3	-	NOT FOUND	NA	u	l	aii	i	-9.325414365301049e-4	-4.850146365170279e-4
azbestocement	5	-	-uzmes cementového betónu a azbestu, príp. s pridaním anorg. vláken a farbív;	NA	u	nt	aeoee	e	0.0018311799681579664	0.002212987763580483
azbest	2	-	-uvláknitý nehorľavý minerál použ. na izoláciu;	вещество	u	st	ae	e	0.0011778123985551048	0.0011177919894218593
aziat	3	-	-adivoch, barbar: má spôsoby a-a;	NA	a	t	aia	a	5.534895993674784e-4	-5.812558885697331e-4
azimut	3	-	-uuhol, kt. zviera zvislá rovina s rovinou poludníka	NA	u	t	aiu	u	0.0012241983956392405	-8.942235877541191e-4
ažúr	2	-	NOT FOUND	NA	u	r	aú	ú	0.0010771814944836703	-9.969848000011222e-4
azyl	2	-	-upolit. útočisko; povolenie pobytu cudzincovi (obyč. polit. utečencovi) v štáte: právo a-u, požiadať o a.;	абстрактное понятие	u	l	ay	y	0.00131117394845401	-0.0016641964658571581
bábkar	2	-	-akto účinkuje v bábkovom divadle;	NA	a	r	áa	a	9.555191851513329e-4	-0.0010892589154132232
babrák	2	ák	-a-ci nešikovný, ťarbavý človek, babroš, fušer;	NA	a	k	aá	á	-9.87312679943833e-4	-7.95630472150792e-4
babroš	2	oš	-a babrák: b., všetko pokazí	NA	a	š	ao	o	-3.2627440244466775e-5	-0.0015684144655526884
bádateľ	3	-	-a-iavedec, učenec;	NA	a	ľ	áae	e	9.81348170750417e-4	0.0028092877155971537
bájkar	2	-	-aautor bájok;	NA	a	r	áa	a	9.555191851513329e-4	-0.0010892589154132232
bajonet	3	-	-a/-ubodák: puška s nastoknutým b-om;zajatci kráčali pod b-mi	артефакт	both	t	aoe	e	5.212944502079441e-4	0.0017674949415224354
bajt	1	-	NOT FOUND	NA	u	jt	a	a	0.0015873342905015997	-0.0015154197919183111
bakelit	3	-	-ulátka zo syntetickej živice;	NA	u	t	aei	i	-7.463611970027689e-4	-3.436988406069925e-4
baklažán	3	-	-u 1. rastlina s veľkými hruškovitými plodmi tmavofialovej farby používanými ako zelenina,ľuľok b. 2. jej plodbakšiš -aprepitné, obslužné; úplatok: dostať, dať b.	NA	u	n	aaá	á	5.5692228218552e-5	-5.839721415911307e-4
bakteriológ	5	-	-a-oviaodborník v bakteriológii;	NA	a	g	aeioó	ó	0.001815518210057124	-3.768952655685915e-4
balast	2	-	-unepotrebná príťaž: slovný b.;odhodiť b.;b. minulosti	артефакт	u	st	aa	a	0.0010966194826496722	-0.0011946818503289235
baldachýn	3	-	-uozdobná plochá strieška (na starodávnej posteli, nosená pri slávnostných obradoch ap.): posteľ, trón s b-om	NA	u	n	aaý	ý	3.637118074936156e-4	-6.408441501713482e-4
baletník	3	ník	-a-citanečník v balete	NA	a	k	aeí	í	-0.004863365692742936	7.135597612632954e-4
balet	2	-	-u 1. umel. mimický tanec2. javiskové tanečné dielo, jeho div. predstavenie: premiéra b-u Luskáčik3. div. tanečný súbor: b. Slovenského národného divadla;	NA	u	t	ae	e	9.439385006770183e-4	0.001350055517330366
balič	2	č	-akto pracuje pri balení: b. ovocia;	NA	a	č	ai	i	-5.78504359814364e-4	-0.001336889418838593
balíček	3	íček	-čka : b. čaju;	артефакт	a	k	aíe	e	-0.0015575807176321267	0.002628082443547825
balík	2	ík	-a 1. zabalené predmety; čo je zabalené: b. kníh;urobiť b.;poslať b. poštou2.súbor rovnorodých vecí, predmetov: b. problémov, b. peňazí;b. opatrení3.súbor programov: softvérový b.;	артефакт	a	k	aí	í	-0.004533280227572911	1.009286824487849e-4
balvan	2	-	-aveľký kameň: žulový b.;● leží mu to ako b. na prsiach pociťuje veľkú tieseň, starosť	NA	a	n	aa	a	7.409750245005469e-4	-0.0010533191874461444
balzam	2	-	-u 1. voňavá živica niekt. cudzokrajných stromov2. voňavá hojivá masť: vietnamský b.;liať b. na ranyposkytovať útechu3. kozmet. emulziový prípravok: vlasový, telový b.	NA	u	m	aa	a	0.001106093599586848	-0.0011251148887283268
banán	2	-	-a/-užltý podlhovastý dužnatý plod banánovníka;	NA	both	n	aá	á	2.7739041860791263e-4	-9.103868158559163e-4
banánik	3	ik	-a 1.banán2. kontaktný kolík použ. pri prevádzke elektr. prístrojov: b. antény	NA	a	k	aái	i	-0.0032544465295985658	-2.8279642104696123e-5
banánovník	4	ovník	-atropický strom plodiaci banány,	NA	a	k	aáoí	í	-0.00464583236034935	0.0010293359627805683
bandita	3	-	-ulupič, lúpežník, zbojník	NA	u	V	aia	a	7.137464818269057e-4	-7.092396383356162e-4
baník	2	ník	-a-cipracovník, robotník v bani;	NA	a	k	aí	í	-0.004570383499446701	3.4470375289247793e-4
bankár	2	-	NOT FOUND	NA	a	r	aá	á	4.5774237185499e-4	-8.791871665631487e-4
banket	2	-	-uoficiálna slávnostná hostina: dávať, usporiadať b.;	NA	u	t	ae	e	9.439385006770183e-4	0.001350055517330366
bankrot	2	ot	-ufin. úpadok; neschopnosť hospodársky prosperovať, platiť dlhy: podnik je v b-e; ísť do b-u; zákon o b-e o konkurze a vyrovnaní;	абстрактное понятие	u	t	ao	o	4.5711159706334485e-4	-0.001572427487479406
barak	2	-	-a/-u 1. drevená stavba na dočasné spoločné ubytovanie: staré, vojenské, študentské b-y2.(rodinný) dom;	NA	both	k	aa	a	3.0429202841432927e-5	-8.330581495885416e-4
barbar	2	-	-a 1. cudzinec u starých Grékov a Rimanov2.nekult., nevzdelaný surovec: sú to b-i, ničia prírodu;	NA	a	r	aa	a	9.213269777476243e-4	-0.0010221195381533768
barbiturát	4	-	NOT FOUND	NA	u	t	aiuá	á	8.002205091127643e-4	-3.1517315422914413e-4
barchet	2	-	-uhrubá bavlnená látka;	NA	u	t	ae	e	9.439385006770183e-4	0.001350055517330366
barón	2	-	-apríslušník nižšej šľachty;	NA	a	n	aó	ó	7.34664606723898e-4	-9.518490973028882e-4
baša	2	-	-u-oviapaša	NA	u	V	aa	a	0.0010543546944286374	-0.0011054878006182972
básnik	2	ik	-a-cislovesný umelec, kt. tvorí básne: slovenský b. Hviezdoslav;lyrický b.;	NA	a	k	ái	i	-0.002862016563458349	-4.313895075533292e-4
batoh	2	-	-azviazané veci nesené na chrbte, noša: b. trávy, raždia, bielizne;poviazať veci do b-a;vojenský b.;	артефакт	a	h	ao	o	4.5444235412832914e-4	-0.0011263877640670863
bazalt	2	-	NOT FOUND	NA	u	lt	aa	a	0.0011214359421091575	-0.001125164291199109
bazén	2	-	-a/-uumelá vodná nádrž na kúpanie: krytý b.	NA	both	n	aé	é	7.421549336390415e-4	-9.811100490769295e-4
béčkar	2	-	NOT FOUND	NA	a	r	éa	a	9.463271609812248e-4	-0.0010016667078323067
bedár	2	-	-a 1. biedny, chudobný človek, žobrák: vidiecki, mestskí b-i2.mrzák, úbožiak: b. na nohy chromý;duševný b.;	NA	a	r	eá	á	3.6446276642191386e-4	-9.030437004682094e-4
behák	2	ák	-a spodná časť nôh vtákov: orol má mohutné b-y	NA	a	k	eá	á	-0.001080592285376909	-8.194870060558528e-4
behúľ	2	-	NOT FOUND	NA	a	ľ	eú	ú	0.0013500421714664208	3.744076600035428e-5
beh	1	-	-u 1. bežanie (aj ako šport. disciplína): pustiť sa, dať sa do b-u;v (plnom) b-u bežiac;b. na 100 m;prekážkový b.;b. na lyžiach2.pohyb telesa: b. hviezd;b. vagónov3. práca, fungovanie istého mechanizmu, chod: b. stroja, b. závodu, uviesť motor do b-u;vec je v b-u vybavuje sa4. priebeh, postup, vývoj: b. života, času, sveta, vecí;b. myšlienok5.noha zveri: predné, zadné b-y	NA	u	h	e	e	0.0016477675396647953	5.660078909222296e-4
behúň	2	-	1.pohyblivá súčasť (prí)stroja2. dlhý úzky pokrovec	NA	a	ň	eú	ú	0.0012251201189562076	-4.6449433660929233e-4
beletrista	4	-	NOT FOUND	NA	u	V	eeia	a	0.001343765068460471	-5.988266050531082e-4
bezbožník	3	ník	NOT FOUND	NA	a	k	eoí	í	-0.005106885588598015	7.868855709068538e-4
bezdomovec	4	ec	NOT FOUND	NA	a	c	eooe	e	0.0016223929018264127	0.006208815934534898
bežec	2	ec	NOT FOUND	NA	a	c	ee	e	0.001398276922243153	0.005190093804317171
bibliotekár	5	-	-aknihovník;	NA	a	r	iioeá	á	0.0011693341494236151	-3.512040752111918e-4
biograf	3	-	NOT FOUND	NA	a	f	ioa	a	7.22595439127722e-4	-7.544291992816572e-4
biskup	2	-	-avedúci cirk. hodnostár;kto prijal plnosť posvätnej vysviacky a obyč. spravuje diecézu;prvý duchovný pastier a vedúci náboženského života: generálny b., dištriktuálny b.;	NA	a	p	iu	u	0.0017202350661717138	-0.0015290724420090017
biskvit	2	-	NOT FOUND	NA	u	t	ii	i	-3.167142013476754e-4	-8.367590807041677e-4
bitkár	2	-	-akto sa rád bije;	NA	a	r	iá	á	5.188420605241174e-4	-9.10726170831461e-4
bít	1	-	NOT FOUND	NA	u	t	í	í	-0.0011787531476694603	-5.091048869688381e-4
bitúmen	3	-	NOT FOUND	NA	u	n	iúe	e	3.76444780971206e-4	0.0011111805438035792
